,word,event,anxiety,response
295,Possible,mild,0,10
296,Common,severe,1,25
297,Common,severe,0,10
298,Common,mild,1,10
299,Common,mild,0,20
300,Very Common,severe,1,25
301,Very Common,severe,0,25
302,Very Common,mild,1,80
303,Very Common,mild,0,80
304,Probable,severe,1,60%
305,Probable,severe,0,60
306,Probable,mild,1,60
307,Probable,mild,0,60
308,Likely,severe,1,75%
309,Likely,severe,0,60%
310,Likely,mild,1,75%
311,Likely,mild,0,75%
312,Usual,severe,1,50%
313,Usual,severe,0,50
314,Usual,mild,1,50
315,Usual,mild,0,50
316,Very Likely,severe,1,80
317,Very Likely,severe,0,80%
318,Very Likely,mild,1,80
319,Very Likely,mild,0,85%
320,Rare,severe,1,1%
321,Rare,severe,0,1%
322,Rare,mild,1,1%
323,Rare,mild,0,1%
324,Uncommon,severe,1,5
325,Uncommon,severe,0,10%
326,Uncommon,mild,1,10
327,Uncommon,mild,0,10%
328,Unlikely,severe,1,10
329,Unlikely,severe,0,10%
330,Unlikely,mild,1,10%
331,Unlikely,mild,0,20%
332,Possible,severe,1,10
333,Possible,severe,0,5%
334,Possible,mild,1,10
335,Possible,mild,0,10
336,Common,severe,1,5
337,Common,severe,0,10
338,Common,mild,1,20
339,Common,mild,0,20
340,Very Common,severe,1,25
341,Very Common,severe,0,25
342,Very Common,mild,1,80
343,Very Common,mild,0,80
344,Probable,severe,1,60
345,Probable,severe,0,75%
346,Probable,mild,1,60
347,Probable,mild,0,60
348,Likely,severe,1,75%
349,Likely,severe,0,75%
350,Likely,mild,1,75%
351,Likely,mild,0,60
352,Usual,severe,1,50
353,Usual,severe,0,50
354,Usual,mild,1,50
355,Usual,mild,0,50
356,Very Likely,severe,1,80
357,Very Likely,severe,0,85%
358,Very Likely,mild,1,85%
359,Very Likely,mild,0,80%
360,Rare,severe,1,1%
361,Rare,severe,0,1%
362,Rare,mild,1,1%
363,Rare,mild,0,1%
364,Uncommon,severe,1,5%
365,Uncommon,severe,0,5%
366,Uncommon,mild,1,10
367,Uncommon,mild,0,10%
368,Unlikely,severe,1,10
369,Unlikely,severe,0,10%
370,Unlikely,mild,1,10%
371,Unlikely,mild,0,20%
372,Possible,severe,1,10
373,Possible,severe,0,10
374,Possible,mild,1,10
375,Possible,mild,0,10
376,Common,severe,1,15
377,Common,severe,0,10
378,Common,mild,1,20
379,Common,mild,0,20
380,Very Common,severe,1,25
381,Very Common,severe,0,25
382,Very Common,mild,1,50
383,Very Common,mild,0,80
384,Probable,severe,1,60
385,Probable,severe,0,75%
386,Probable,mild,1,60
387,Probable,mild,0,60%
388,Likely,severe,1,75%
389,Likely,severe,0,60%
390,Likely,mild,1,60%
391,Likely,mild,0,60%
392,Usual,severe,1,50
393,Usual,severe,0,50
394,Usual,mild,1,50
395,Usual,mild,0,60
396,Very Likely,severe,1,80
397,Very Likely,severe,0,80%
398,Very Likely,mild,1,85
399,Very Likely,mild,0,80%
400,Rare,severe,1,1%
401,Rare,severe,0,1%
402,Rare,mild,1,1%
403,Rare,mild,0,1%
404,Uncommon,severe,1,5%
405,Uncommon,severe,0,10%
406,Uncommon,mild,1,10
407,Uncommon,mild,0,10%
408,Unlikely,severe,1,10
409,Unlikely,severe,0,10%
410,Unlikely,mild,1,10
411,Unlikely,mild,0,20%
412,Possible,severe,1,5
413,Possible,severe,0,10%
414,Possible,mild,1,10
415,Possible,mild,0,10
416,Common,severe,1,15
417,Common,severe,0,10
418,Common,mild,1,10
419,Common,mild,0,20
420,Very Common,severe,1,15
421,Very Common,severe,0,30
422,Very Common,mild,1,80
423,Very Common,mild,0,80
424,Probable,severe,1,60
425,Probable,severe,0,75%
426,Probable,mild,1,60
427,Probable,mild,0,60
428,Likely,severe,1,75%
429,Likely,severe,0,75%
430,Likely,mild,1,70%
431,Likely,mild,0,75%
432,Usual,severe,1,50
433,Usual,severe,0,80%
434,Usual,mild,1,50
435,Usual,mild,0,50
436,Very Likely,severe,1,80
437,Very Likely,severe,0,80%
438,Very Likely,mild,1,85
439,Very Likely,mild,0,80%
440,Rare,severe,1,1
441,Rare,severe,0,1%
442,Rare,mild,1,1%
443,Rare,mild,0,1%
444,Uncommon,severe,1,5%
445,Uncommon,severe,0,5%
446,Uncommon,mild,1,10
447,Uncommon,mild,0,10%
448,Unlikely,severe,1,10%
449,Unlikely,severe,0,10%
450,Unlikely,mild,1,20
451,Unlikely,mild,0,20%
452,Possible,severe,1,10
453,Possible,severe,0,5%
454,Possible,mild,1,10
455,Possible,mild,0,10
456,Common,severe,1,4%
457,Common,severe,0,15
458,Common,mild,1,20
459,Common,mild,0,30
460,Very Common,severe,1,15
461,Very Common,severe,0,20
462,Very Common,mild,1,80
463,Very Common,mild,0,80
464,Probable,severe,1,60
465,Probable,severe,0,60
466,Probable,mild,1,60
467,Probable,mild,0,60
468,Likely,severe,1,75%
469,Likely,severe,0,60%
470,Likely,mild,1,75%
471,Likely,mild,0,75%
472,Usual,severe,1,10
473,Usual,severe,0,50
474,Usual,mild,1,50
475,Usual,mild,0,50%
476,Very Likely,severe,1,80
477,Very Likely,severe,0,80
478,Very Likely,mild,1,80
479,Very Likely,mild,0,80
480,Rare,severe,1,1
481,Rare,severe,0,1%
482,Rare,mild,1,1%
483,Rare,mild,0,1%
484,Uncommon,severe,1,5
485,Uncommon,severe,0,5%
486,Uncommon,mild,1,5%
487,Uncommon,mild,0,10%
488,Unlikely,severe,1,10
489,Unlikely,severe,0,10%
490,Unlikely,mild,1,20%
491,Unlikely,mild,0,20%
492,Possible,severe,1,5
493,Possible,severe,0,10
494,Possible,mild,1,10
495,Possible,mild,0,25
496,Common,severe,1,15
497,Common,severe,0,15
498,Common,mild,1,20
499,Common,mild,0,20
500,Very Common,severe,1,25
501,Very Common,severe,0,25
502,Very Common,mild,1,80
503,Very Common,mild,0,80
504,Probable,severe,1,60
505,Probable,severe,0,75
506,Probable,mild,1,60
507,Probable,mild,0,60
508,Likely,severe,1,75%
509,Likely,severe,0,60%
510,Likely,mild,1,60%
511,Likely,mild,0,75%
512,Usual,severe,1,1
513,Usual,severe,0,50
514,Usual,mild,1,50
515,Usual,mild,0,50
516,Very Likely,severe,1,80
517,Very Likely,severe,0,80%
518,Very Likely,mild,1,80
519,Very Likely,mild,0,85%
520,Rare,severe,1,1
521,Rare,severe,0,1%
522,Rare,mild,1,1%
523,Rare,mild,0,1%
524,Uncommon,severe,1,5%
525,Uncommon,severe,0,10%
526,Uncommon,mild,1,10
527,Uncommon,mild,0,10%
528,Unlikely,severe,1,10%
529,Unlikely,severe,0,20%
530,Unlikely,mild,1,10%
531,Unlikely,mild,0,20%
532,Possible,severe,1,5
533,Possible,severe,0,10
534,Possible,mild,1,10
535,Possible,mild,0,10
536,Common,severe,1,25
537,Common,severe,0,15
538,Common,mild,1,10
539,Common,mild,0,20
540,Very Common,severe,1,25
541,Very Common,severe,0,30
542,Very Common,mild,1,80
543,Very Common,mild,0,80
544,Probable,severe,1,60
545,Probable,severe,0,60
546,Probable,mild,1,60
547,Probable,mild,0,60
548,Likely,severe,1,60
549,Likely,severe,0,75
550,Likely,mild,1,75
551,Likely,mild,0,60%
552,Usual,severe,1,1
553,Usual,severe,0,50
554,Usual,mild,1,50
555,Usual,mild,0,50
556,Very Likely,severe,1,80
557,Very Likely,severe,0,80%
558,Very Likely,mild,1,85
559,Very Likely,mild,0,85
560,Rare,severe,1,1
561,Rare,severe,0,1%
562,Rare,mild,1,1%
563,Rare,mild,0,1%
564,Uncommon,severe,1,5%
565,Uncommon,severe,0,5%
566,Uncommon,mild,1,10
567,Uncommon,mild,0,10%
568,Unlikely,severe,1,10%
569,Unlikely,severe,0,10%
570,Unlikely,mild,1,20%
571,Unlikely,mild,0,20%
572,Possible,severe,1,5
573,Possible,severe,0,10
574,Possible,mild,1,10
575,Possible,mild,0,10
576,Common,severe,1,10
577,Common,severe,0,15
578,Common,mild,1,10
579,Common,mild,0,30
580,Very Common,severe,1,25
581,Very Common,severe,0,25
582,Very Common,mild,1,30
583,Very Common,mild,0,80
584,Probable,severe,1,60
585,Probable,severe,0,60
586,Probable,mild,1,60
587,Probable,mild,0,75
588,Likely,severe,1,60%
589,Likely,severe,0,60%
590,Likely,mild,1,75%
591,Likely,mild,0,60%
592,Usual,severe,1,50%
593,Usual,severe,0,50
594,Usual,mild,1,50
595,Usual,mild,0,50
596,Very Likely,severe,1,80
597,Very Likely,severe,0,80%
598,Very Likely,mild,1,85
599,Very Likely,mild,0,80%
600,Rare,severe,1,1%
601,Rare,severe,0,1%
602,Rare,mild,1,1%
603,Rare,mild,0,1%
604,Uncommon,severe,1,5%
605,Uncommon,severe,0,5%
606,Uncommon,mild,1,10
607,Uncommon,mild,0,10%
608,Unlikely,severe,1,10
609,Unlikely,severe,0,10%
610,Unlikely,mild,1,10%
611,Unlikely,mild,0,20%
612,Possible,severe,1,10
613,Possible,severe,0,10
614,Possible,mild,1,10
615,Possible,mild,0,10
616,Common,severe,1,15
617,Common,severe,0,10
618,Common,mild,1,20
619,Common,mild,0,20
620,Very Common,severe,1,25
621,Very Common,severe,0,80%
622,Very Common,mild,1,30
623,Very Common,mild,0,80
624,Probable,severe,1,60
625,Probable,severe,0,75%
626,Probable,mild,1,60
627,Probable,mild,0,75%
628,Likely,severe,1,75
629,Likely,severe,0,60
630,Likely,mild,1,75%
631,Likely,mild,0,75
632,Usual,severe,1,50
633,Usual,severe,0,50
634,Usual,mild,1,50
635,Usual,mild,0,50
636,Very Likely,severe,1,80
637,Very Likely,severe,0,80
638,Very Likely,mild,1,80
639,Very Likely,mild,0,80%
640,Rare,severe,1,1
641,Rare,severe,0,1%
642,Rare,mild,1,1%
643,Rare,mild,0,1%
644,Uncommon,severe,1,5%
645,Uncommon,severe,0,5%
646,Uncommon,mild,1,5%
647,Uncommon,mild,0,5%
648,Unlikely,severe,1,10%
649,Unlikely,severe,0,10%
650,Unlikely,mild,1,10%
651,Unlikely,mild,0,10%
652,Possible,severe,1,10
653,Possible,severe,0,10
654,Possible,mild,1,10
655,Possible,mild,0,30%
656,Common,severe,1,15
657,Common,severe,0,10
658,Common,mild,1,10
659,Common,mild,0,20
660,Very Common,severe,1,15
661,Very Common,severe,0,25
662,Very Common,mild,1,80
663,Very Common,mild,0,80
664,Probable,severe,1,60
665,Probable,severe,0,60
666,Probable,mild,1,60
667,Probable,mild,0,60
668,Likely,severe,1,75
669,Likely,severe,0,60
670,Likely,mild,1,75
671,Likely,mild,0,75%
672,Usual,severe,1,10
673,Usual,severe,0,50
674,Usual,mild,1,50
675,Usual,mild,0,60%
676,Very Likely,severe,1,80
677,Very Likely,severe,0,80%
678,Very Likely,mild,1,85
679,Very Likely,mild,0,85%
680,Rare,severe,1,1%
681,Rare,severe,0,1%
682,Rare,mild,1,1%
683,Rare,mild,0,1%
684,Uncommon,severe,1,1%
685,Uncommon,severe,0,5%
686,Uncommon,mild,1,10%
687,Uncommon,mild,0,10%
688,Unlikely,severe,1,10%
689,Unlikely,severe,0,10
690,Unlikely,mild,1,10%
691,Unlikely,mild,0,20%
692,Possible,severe,1,15
693,Possible,severe,0,10
694,Possible,mild,1,10
695,Possible,mild,0,10
696,Common,severe,1,15
697,Common,severe,0,10
698,Common,mild,1,20
699,Common,mild,0,30
700,Very Common,severe,1,25
701,Very Common,severe,0,25
702,Very Common,mild,1,80
703,Very Common,mild,0,80
704,Probable,severe,1,60
705,Probable,severe,0,75
706,Probable,mild,1,60
707,Probable,mild,0,60
708,Likely,severe,1,75%
709,Likely,severe,0,75
710,Likely,mild,1,60
711,Likely,mild,0,60%
712,Usual,severe,1,10
713,Usual,severe,0,50
714,Usual,mild,1,50
715,Usual,mild,0,50
716,Very Likely,severe,1,80
717,Very Likely,severe,0,80%
718,Very Likely,mild,1,85
719,Very Likely,mild,0,85%
720,Rare,severe,1,1%
721,Rare,severe,0,1%
722,Rare,mild,1,1%
723,Rare,mild,0,5
724,Uncommon,severe,1,1%
725,Uncommon,severe,0,5%
726,Uncommon,mild,1,5%
727,Uncommon,mild,0,10%
728,Unlikely,severe,1,10%
729,Unlikely,severe,0,10%
730,Unlikely,mild,1,10
731,Unlikely,mild,0,20%
732,Possible,severe,1,5
733,Possible,severe,0,10
734,Possible,mild,1,10
735,Possible,mild,0,20%
736,Common,severe,1,15
737,Common,severe,0,15
738,Common,mild,1,20
739,Common,mild,0,20
740,Very Common,severe,1,25
741,Very Common,severe,0,25
742,Very Common,mild,1,80
743,Very Common,mild,0,80
744,Probable,severe,1,60
745,Probable,severe,0,75
746,Probable,mild,1,60
747,Probable,mild,0,75%
748,Likely,severe,1,75
749,Likely,severe,0,60
750,Likely,mild,1,75%
751,Likely,mild,0,75%
752,Usual,severe,1,10
753,Usual,severe,0,50
754,Usual,mild,1,50
755,Usual,mild,0,60
756,Very Likely,severe,1,85
757,Very Likely,severe,0,80%
758,Very Likely,mild,1,85
759,Very Likely,mild,0,85%
760,Rare,severe,1,1%
761,Rare,severe,0,1%
762,Rare,mild,1,1%
763,Rare,mild,0,5%
764,Uncommon,severe,1,1
765,Uncommon,severe,0,5%
766,Uncommon,mild,1,10%
767,Uncommon,mild,0,10%
768,Unlikely,severe,1,10
769,Unlikely,severe,0,10%
770,Unlikely,mild,1,10%
771,Unlikely,mild,0,20%
772,Possible,severe,1,5
773,Possible,severe,0,5%
774,Possible,mild,1,10
775,Possible,mild,0,20
776,Common,severe,1,15
777,Common,severe,0,20
778,Common,mild,1,10
779,Common,mild,0,30
780,Very Common,severe,1,15
781,Very Common,severe,0,25
782,Very Common,mild,1,80
783,Very Common,mild,0,80
784,Probable,severe,1,75
785,Probable,severe,0,60
786,Probable,mild,1,60
787,Probable,mild,0,60
788,Likely,severe,1,75
789,Likely,severe,0,60
790,Likely,mild,1,75
791,Likely,mild,0,75%
792,Usual,severe,1,1
793,Usual,severe,0,50
794,Usual,mild,1,50
795,Usual,mild,0,60
796,Very Likely,severe,1,80
797,Very Likely,severe,0,80
798,Very Likely,mild,1,80
799,Very Likely,mild,0,85%
